Address,City,Postal Code,Fine Amount
3400 Ft. Independence St.,Bronx,10463,102290.776
25 Boerum St,Brooklyn,11206,380771.72
91 Boerum St,Brooklyn,11206,653034.2599999999
54 Boerum St,Brooklyn,11206,231543.96000000008
333 Lafayette Ave,Brooklyn,11238,145113.28999999998
1760 Bruckner Blvd,Bronx,10473,99963.12900000007
130 Lenox Ave,New York,10026,337702.512
52-15 65th Place,Flushing,11378,623874.3859999999
23 RENWICK STREET,New York,10013,14498.800000000007
170 S PORTLAND AVE,Brooklyn,11217,237086.2
250 NAGLE AVENUE,New York,10034,47154.60000000001
67-01 136th Street,Flushing,11367,765297.115
68-01 Bell Blvd,Bayside,11364,834136.6
50 W 30 St,New York,10001,111796.2
12-34 Estates Lane,Bayside,11360,229099.80000000002
2070 1 AVENUE,New York,10029,535812.3999999998
68-09 138 STREET,Flushing,11367,99336.21
54 Boerum St,Brooklyn,11206,990996.6649999997
2865 Kingsbridge Terrace,Bronx,10463,153543.9
150 West 96th Street,New York,10025,6842.843999999974
150 Beach 77th St,Arverne,11692,837178.2660000001
25 Park Pl,New York,10007,13070.360000000002
2650 Ocean Parkway,Brooklyn,11235,90354.458
7400 Shore Front Parkway,Arverne,11692,852009.989
10200 Shore Front Parkway,Arverne,11692,930021.9079999999
10300 Shore Front Parkway,10300 Shore Front Parkway,11692,1429201.455
2727 Ocean Parkway,Brooklyn,11235,90061.4
33-64 21 Street,Astoria,11106,326893
601 Columbus Avenue,New York,10024,115655.4
47-25 34th Street,Long Island City,11101,230908.80000000002
3905 29th street,Long Island City,11101,85498.7
524 W. 19th Street,New York,10011,19372.447000000004
1750 Montgomery Avenue,Bronx,10453,27738
288 Crown Street,Brooklyn,11225,31090.94799999999
307 Sterling Street,Brooklyn,11225,16223.915999999994
924 Metropolitan Ave,Brooklyn,11211,11530.364999999998
102 Albemarle Road,Brooklyn,11218,15718.199999999993
35 West 36th Street,New York,10018,67976.324
240 Echo Place,Bronx,10457,19586.24399999999
698 Classon Ave,Brooklyn,11238,23170.208
501 w 156 St,New York,10032,11144.512
530 East 159 Street,Bronx,10451,37736.07500000001
1944 Loring Place South,Bronx,10453,18788.139999999996
220 E 125th St,New York,10035,27869.119
228 E 125th Sr,New York,10035,31936.287
210 Sherman Avenue,New York,10034,66363.5
783 Manhattan Avenue,Brooklyn,11222,9612.557
150 Victory Blvd,Staten Island,10301,23818.5
28 West 44th Street,New York,10036,133762.82
381 Park Avenue South,New York,10016,84961.02500000002
133 Greenwich Street,New York City,10006,36582.737
286 Madison Ave,New York,10017,37267.47700000001
391 Lorimer Street,Brooklyn,11206,82041.5
2520 Tilden Avenue,Brooklyn,11226,10798.390000000005
747 10th Avenue,New York,10019,99927.75300000006
130 E. 18th Street,Brooklyn,11226,29766.09
2105 - 2115 Honeywell Avenue,Bronx,10460,121639.23699999996
2995 Independence Avenue,Bronx,10463,171393.638
1030 Carroll Street,Brooklyn,11225,20414.899999999994
16 Ten Eyck Street,Brooklyn,11206,2221.3179999999998
417 Lorimer Street,Brooklyn,11206,1953.3179999999998
625 Marlborough Road,Brooklyn,11226,18041.693000000003
2001 - 2045 Story Avenue,Bronx,10473,184180.38700000008
1535 Bedford Avenue,Brooklyn,11216,219311.50200000004
68 West 107th Street,New York,10025,14595.949999999997
60-62 West 107th Street,New York,10025,39259.186
64 West 107th Street,New York,10025,37570.786
60-68 West 107th Street,New York,10025,62387.184
390 Nostrand Avenue,Brooklyn,11216,164830.31799999997
303 Fifth Avenue,New York,10016,34455.285999999986
1922 McGraw Avenue,Bronx,10462,11537.400000000003
2900 Amboy Road,Staten Island,10306,249684.88000000003
300 West 43rd Street,New York,10036,20288.269999999997
122 WEST 17 STREET,New York,10011,13370.788000000002
864 Targee Street,Staten Island,10304,25938.313000000002
3560 Richmond Road,Staten Island,10306,48378.28800000001
467 Tompkins Avenue,staten island,10305,117578.3
15 Lisbon Place,Staten Island,10306,23829.219999999998
285 Clove Road,staten island,10310,46932.16
1265 Castleton Ave,staten island,10310,35085.22
1909 Daly Avenue,Bronx,10460,58196.200000000004
3029 - 3041 Grand Concourse,Bronx,10468,44256.85
3021 Grand Concourse,Bronx,10468,18945.254999999997
334 E 26th Street,New York,10010,41662.007
540 First Avenue,New York,10016,408020.35199999996
5610 2nd Avenue,Brooklyn,11220,33433.937999999995
5434 2nd Ave,Brooklyn,11220,21734.800000000007
320 E 22nd St,New York,10010,39203.04000000001
514 49th St,Brooklyn,11220,46.90000000000305
330 E 25th Street,New York,10010,26893.8
334 E 25 St,New York,10010,40740.354999999996
21-21 44th Drive,Long Island City,11101,78814.512
1160 East 213 Street,Bronx,10469,46727.14
431 Riverside Drive,New York,10025,108740.46399999999
549 West 113th,New York City,10027,20147.369
100 Morningside Drive,New York,10027,53915.57
195 Claremont Ave,New York,10027,24920.247999999996
21 Claremont Ave.,New York,10027,93424.06300000001
2700 Broadway,New York,10027,21780.024999999987
2828 Broadway,New York,10027,55491.477
362 Riverside Drive,New York,10027,119221.80999999998
410 Riverside Drive,New York,10027,85986.795
435 West 119th Street,New York,10027,121324.94
445-8 Riverside Drive,New York,10027,35979.804
523 West 112th Street,New York,10027,44012.903
25 Claremont Ave.,New York,10027,97832.59599999999
414 West 120th Street,New York,10027,29816.206000000002
419 West 119th Street,New York,10027,25337.32299999999
423 West 120th Street,New York,10027,82169.47
425 West 121 Street,New York,10027,73237.7
430 West 119th Street,New York,10027,75595.028
434 West 120th Street,New York,10027,140797.619
450 Riverside Drive,New York,10027,96617.685
500 W 122nd Street,New York,10027,36491.148
549 Riverside Drive,New York,10027,37565.962
533 West 112th Street,New York,10027,78843.121
601 West 112th,New York,10027,52695.5
601 West 113th,New York,10027,280366.257
88 Morningside Drive,New York,10027,145253.45399999997
90 Morningside Drive,New York,10027,40964.537000000004
562 West 113th Street,New York,10027,26707.941999999985
606 West 116th  Street,New York,10027,50300.92
15 Claremont Ave,New York,10027,88606.15999999999
3280 Broadway,New York,10027,178369.14200000005
3260 Henry Hudson Pkwy,New York,10027,259639.67299999998
536 West 113th Street,New York,10027,89073.82
414-422 West 119th Street,New York,10027,82601.08399999999
448 Riverside Drive,New York,10027,46938.92700000001
110 Morningside Drive,New York,10027,41968.398
542 WEST 112TH STREET,NEW YORK,10027,96523.54999999999
615 W 129 ST,New york,10027,709895.2840000001
130 Morningside Dr,New York,10027,35284.88
150 Claremont Ave,New York,10027,18100.184
3595 Broadway,New York,10031,133125.382
401 West 118 St,New York,10027,54967.336
405 West 118 St,New York,10027,44110.119999999995
415 West 115 St,New York,10025,15357.873999999998
419 West 115 St,New York,10025,21763.074
423 West 118 St,New York,10027,20542.93699999999
44 Morningside Dr,New York,10025,44442.104999999996
452 Riverside Dr,New York,10027,72711.281
454 Riverside Dr,New York,10027,28356.945999999996
456 Riverside Dr,New York,10027,31719.408
47 Claremont Ave,New York,10027,11855.917999999996
501 West 121 St,New York,10027,38407.75
503 West 121 St,New York,10027,7279.549999999998
507 West 113 St,New York,10025,44965.03999999999
511 West 112 St,New York,10025,43243.006
511 West 113 St,New York,10025,61292.67199999999
519 West 121 St,New York,10027,45447.842000000004
521 West 111 St,New York,10025,61435.114
521 West 112 St,New York,10025,44456.979
526 West 113 St,New York,10025,53054.352
527 West 121 St,New York,10027,17885.918
528 Riverside Dr,New York,10027,17671.116
529 West 111 St,New York,10025,64900.488
530 Riverside Dr,New York,10027,27943.28799999999
530 West 113 St,New York,10025,51557.304
535 West 111 St,New York,10025,9224.023999999994
535 West 113 St,New York,10025,40017.759999999995
539 West 112 St,New York,10025,31403.837999999996
540 West 122 St,New York,10027,31655.356000000003
541 West 113 St,New York,10025,49786.36
544 West 110 St,New York,10025,28456.977
547 Riverside Dr,New York,10027,26375.890000000007
548 Riverside Dr,New York,10027,21283.890000000007
604 West 115 St,New York,10025,23339.985999999997
605 West 113 St,New York,10025,22808.943999999992
610 West 115 St,New York,10025,18657.892
610 West 116 St,New York,10027,11773.240000000002
612 West 115 St,New York,10027,14077.838999999998
628 West 114 St,New York,10025,22101.558
629 West 115 St,New York,10025,3316.7680000000014
532-38 West 122nd St.,New York,10027,66699.84
600 West 133rd Street,New York,10027,19656.460000000006
520 West 122nd Street,New York,10027,18343.26
411 W 114th St,New York,10025,62201.45999999999
526 W 134th St,New York,10031,51838.704
3300 Broadway,New York,10031,43296.740000000005
3960 Carpenter Avenue,Bronx,10466,53706.195
40 Central Park South,NY,10019,14592.533
590 West 235,Bronx,10463,1051.9670000000015
57-09 49th Street,Flushing,11378,65593
373 Park Avenue South,New York,10016,40069.618
1160 flushing ave,brooklyn,11237,54543.092000000004
1016 Edison Ave,Bronx,10465,21239
1176 FRANKLIN AVENUE,Bronx,10456,13072.102000000008
826 Southern Blvd,Bronx,10459,36318.82399999999
12 Dongan Place,New York,10040,32749.331999999995
1455 Sheridan Ave,Bronx,10457,8035.578000000013
1770 Andrews Ave.,Bronx,10453,14364.800000000007
2308 University Avenue,Bronx,10468,11108.600000000013
235 Mount Hope Place,Bronx,10457,65432.2
245 East 180th Street,Bronx,10457,3746.640000000005
2619 Sedgwick Avenue,Bronx,10468,22646
2819 Morris Avenue,Bronx,10468,14504.83
35 McClellan Street,Bronx,10452,17296.049999999992
4700 Broadway,New York,10040,88022.18800000001
61 Vermilyea Avenue,New York,10034,16434.831999999988
115 Mcclellan Street,Bronx,10452,13272.097
1975 Bathgate Avenue,Bronx,10457,10932.390000000005
20 Dongan Place,New York,10040,55049.74599999999
2229 Valentine Avenue,Bronx,10457,10219.509999999998
25 Post Avenue,New York,10034,7124.8469999999925
2794 Valentine Ave.,Bronx,10458,14304.567
2851 Sedgwick Avenue,Bronx,10468,18503.389999999996
30 Cooper Street,New York,10034,1593.5950000000055
3036 Bailey Avenue,Bronx,10463,7544.735999999996
3060 Hull Avenue,Bronx,10467,32344.584999999992
33 Post Avenue,New York,10034,12569.065999999997
15 East Moshulu Parkway North,Bronx,10467,14290.764999999998
3850 Park Avenue,Bronx,10457,49034.954999999994
12-20 Dongan Place,New York,10040,87818.642
2760 Eastchester Road,Bronx,10469,41518.157999999996
2169 Blackrock Ave,Bronx,10472,29748
1845 Randall Ave,Bronx,10473,33830.778999999995
183 Madison Avenue,New York,10016,219003.235
1740 Grand avenue,Bronx,10456,69832.693
795 Garden Street,Bronx,10460,44027.97799999999
595 E. 167th Street,Bronx,10456,20562.701999999997
814 East 181st Street,Bronx,10460,6147.25
25 W 45th St,New York,10036,160578.163
2980 W 29th St,Brooklyn,11224,12934.886000000008
1401 Flatbush Ave,Brooklyn,11210,13045.435999999998
89-25 Parsons Blvd,Jamaica,11432,27967.13999999999
651 Broadway,Staten Island,10310,15420.719999999998
420 E 61st Street,New York,10065,131253
7 W 57th Street,New York,10019,54675.35
1113 York Avenue,New York,10065,337552.432
521 East 72nd St,New York,10021,87340.86499999999
685 First Ave,New York,10016,769890.0319999999
525 E 72nd St,New York,10021,295465.444
420 E 61 St,New York,10065,468805.4320000001
3313 Church Avenue,Brooklyn,11203,13098.5
2201 Caton Ave,Brooklyn,11226,11667.514000000003
504 East 63rd Street,New York,10065,389976.18
220 East 70th Street,New York,10021,22243.12899999999
500-518 E. 63rd Street,New York,10065,301254.78
30 Morningside Drive,New York,10025,324054.14300000004
22 E 91 St,New York City,10128,35727.482
20 E 91 St,New York,10128,57064.63699999999
499 Ocean Avenue,Brooklyn,11226,9514
27-45 Jackson Ave,Long Island City,11101,8466.18699999999
44 West 29th St,New York,10001,526.6200000000085
38-28 27th St,Long Island City,11101,22222.961999999996
139-24 Booth Memorial Ave,Flushing,11355,301584.42000000004
206 East 31st Street,New York,10016,35460.62099999999
59-12 37TH AVE.,WOODSIDE,11377,35207.495
10 East 34th Street,New York,10016,8919.442000000006
8 West 38,New York,10018,71492.216
3617 13th Ave,Brooklyn,11218,218580.80000000002
53 Catherine St.,New York,10038,56601.6
331 West 25 Street,New  York,10001,28415.973
127-03 20th Avenue,Queens,11356,24951.871999999996
269 - 271 Wadsworth,New York,10033,27240.592
1902 STEINWAY ST,ASTORIA,11105,34246.112
112-25 Queens Boulevard,Queens,11375,14257.265000000005
112 East 106th Street,New York,10029,23235.6
120 East 106th Street,New York,10029,81179.20999999999
121 Avenue B,New York,10009,39263.876000000004
327 West 13,New York,10014,41168.083000000006
155 Sullivan,New  York,10012,41960.424999999996
434 Greenwich St.,New York,10013,38502.287000000004
211,New York,10030,57162.591
282 West 151st Street,New York,10039,40890.1
47 East 129th Street,New York,10035,83314.5
71 Arden St,New York,10040,57546.3
100 Lafayette Street,New York,10013,28554.127000000004
167-10 Crocheron Avenue,Queens,11358,63153.664000000004
32 Court Street,Brooklyn,11201,81391.59999999999
235 W. 154th Street,Manhattan,10039,29982.097999999994
2345 Randall Avenue (635 Zerega Ave),Bronx,10473,148304.5
708 W. 171st Street,Manhattan,10032,30068.26
125 Barclay Street,Manhattan,10007,377853.2
508 W. 26th Street,Manhattan,10001,201055.744
79 Reade Street,Manhattan,10007,48784.441999999995
23-25 31st Avenue,Astoria,11106,31704.601000000002
21-17 31st Avenue,Astoria,11106,30242.393000000007
18 West 33 St,Manhattan,10001,131492.65899999996
2124 Ellis Ave,Bronx,10462,72751.95
315 E 206th St,Bronx,10467,57373.44
750 Pelham Pkwy S,The Bronx,10462,278447.57800000004
46-06 57th Ave,Maspeth,11378,314631.86600000004
1801 Dorchester Rd,Brooklyn,11226,78595.15400000001
30-35 College Point Blvd,Queens,11354,63224.952
1201 Oak Point Ave,The Bronx,10474,47938.5
4401 11th St,Long Island,11101,57432.4
2311 S Santa Fe Ave,Los Angeles,90058,29086.04
34-11 35th Ave,Queens,11106,54538.00000000001
343 West 44th St,New York,10036,33540.333999999995
154 Bruckner Blvd,Bronx,10454,39819.038
1118 36th St,Brooklyn,11218,2256.2919999999954
1024-26 Flatbush Ave,Brooklyn,11226,49867.296
224 W 49th St,New York,10019,17420
48-05 Metropolitan Ave,Flushing,11385,162468.3
448 E 116 Street,New York,10029,602149.167
462 West 143 Street,New York,10031,35081.468
18 Bleecker Street,New York,10012,13212.400000000003
325-365 Clinton Ave,Brooklyn,11238,380266.47299999994
325 Clinton Ave,Brooklyn,11238,220108.266
345 Clinton Ave,Brooklyn,11238,112646.095
540 Madison Avenue,New York,10022,44011.29500000001
615 W 47TH ST,NEW YORK,10036,93497.16
221 E 37 ST,NEW YORK,10016,76961.69399999999
2885 JEROME AVE,BRONX,10468,34701.846
194 East 2nd Street,New York,10009,40963.8
735 Avenue W,Brooklyn,11223,70504.1
18 WHITNEY PLACE,Brooklyn,11223,22853.7
1702 WEST 6 STREET,Brooklyn,11223,32032.7
344 St Marks Avenue,Brooklyn,11238,10781.305000000006
329 East 132 Street,Bronx,10454,70324.808
313 St Marks  Ave,Brooklyn,11238,47980.77700000001
75 West Street,New York,10006,370531.23900000006
58-25 52nd Avenue,Woodside,11377,58709.420000000006
1-3 East 42nd Street,New York,10017,18550.625
15 West 17th Street,New York,10011,2940.294999999999
305 West 52nd Street,New York,10019,20148.70899999999
215 East 80th Street,New York,10075,121646.406
514 West 110th Street,New York,10025,27679.777000000006
689 Fort Washington Avenue,New York,10040,8941.216999999986
21 West 20th Street,Manhattan,10011,113637.96299999999
504 West 110th Street,New York,10025,11056.407000000012
301 East 69th Street,Manhattan,10021,168703.18600000002
200 East 78th Street,Manhattan,10075,14560.239000000001
West 120th St,New York,10027,9527.399999999987
1235 Amsterdam Ave,New York,10027,55261.6
217 Manhattan Ave,New York,10027,7530.799999999991
600 W 116th St,New York,10027,15455.894999999997
616 W 116th St,New York,10027,51630.200000000004
620 W 116th St,New York,10027,47744.200000000004
49 Claremont Ave,New York,10027,11108.599999999997
198 Wilson Street,Brooklyn,11211,12362.304000000004
383 S. 3rd Street,Brooklyn,11211,25998.813999999995
136 Jackson Street,Brooklyn,11211,34961.471
110-30 221 Street,Queens Village,11429,51000.39999999999
50-10 Kneeland Street,Elmhurst,11373,36250.35
187-07 HENDERSON AVE,HOLLIS,11423,24950.8
3720 WOODSIDE AVE,LONG ISLAND CITY,11101,35212.854999999996
4409 AVE H,BROOKLYN,11234,247.90000000000305
460-462 W 129 ST,NEW YORK,10027,39436.200000000004
438 - 454 W 18TH ST,NEW YORK,10011,42772.799999999996
515 West 59th Street,New York,10019,85993.76299999998
55 E 34th ST,New York,10016,10445.300000000007
45 Rivington St,Manhattan,10002,194713.725
229 East 112th Street,New York,10029,11510.599999999997
315 East 47th Street,New York,10017,14107.452999999998
173 East 3rd St,New York,10009,30956.814000000002
2301 Ocean Ave.,Brooklyn,11229,40463.310000000005
156 Wilson Street,Brooklyn,11211,3810.2900000000004
778 E. 10th Street,Brooklyn,11230,11434.889999999998
1133Broadway,New York,10010,90021.2
435 West Broadway,New York,10012,64632.89
150 Broadway,New York,10038,267568.453
1293 Broadway,New York,10001,130350.10799999996
1282 Broadway / 50 West 34th Street,New York,10001,636766.1909999999
180 Van Cortlandt South,Bronx,10463,18232.575999999994
773 East 233rd Street,Bronx,10466,178789.366
300 West 125th Street,New York,10027,117585
304 West 89th Street,New York,10024,1224.6929999999998
111 Clarkson Ave,Brooklyn,11226,32987.718
25-66 12 Street,Astoria,11102,30620.273
2813 Ocean Avenue,Brooklyn,11235,24877.769999999997
66 Avenue A,New York,10009,41969.604
87 Heyward St.,Brooklyn,11206,25640.9
930 Soundview Ave,Bronx,10473,8730.099999999997
9720 Kings Highway,Brooklyn,11212,16590.271999999997
365 Bridge Street,New York,11201,164374.85199999998
102-20 Atlantic Ave,Ozone Park,11416,57185.036
1737 E21st street,brooklyn,11229,41435.54699999999
2211 Third Avenue,New York,10035,97391.26699999998
40-40 172ND ST,FLUSHING,11358,32887.084
40-20 172 ST,FLUSHING,11358,39114.600000000006
633 Court Street,Brooklyn,11231,81650.89
877 Empire Boulevard,Brooklyn,11213,40112.632
959-999 East 108th Street,Brooklyn,11236,20425.62000000001
1001-1031 East 108th Street,Brooklyn,11236,36478.82
2662 Ocean Avenue,Brooklyn,11229,35089.91
