Address,City,Postal Code,Fine Amount
160 Madison Ave,New York,10016,202152.4
75 Greene Avenue,Brooklyn,11238,47307.49399999999
309 Tenth Avenue,New York,10001,36394.39999999999
4514 14 AVENUE,Brooklyn,11219,5795.633999999996
4502 14 AVENUE,Brooklyn,11219,135758.08
1371 46 Street,Brooklyn,11219,141580.514
1060 Union Street,Brooklyn,11225,5337.621999999996
775 Riverside Drive,New York,10032,109966.49700000002
775 Riverside Drive,New York,10002,94321.39400000001
3424 Kingsbridge Avenue,Bronx,10463,14871.654999999979
3425 Kingsbridge Avenue,Bronx,10463,108045.33899999999
3424 Kingsbridge Avenue ; 3425 Kingsbridge Avenue,Bronx,10463,122916.99399999999
2550 Bruckner Boulevard,Bronx,10465,221814.287
635 Zerega Avenue,Bronx,10473,157039.491
651 River Avenue,Bronx,10451,1592054.402
700 Exterior St,Bronx,10451,156934.76999999996
2984 3rd Ave,Bronx,10455,164963.38000000003
321 W 44th St,New York,10036,203481.67999999996
21-10 51st Avenue,Queens,11101,200410.4
459 Gateway Drive,Brooklyn,11239,40139.097
351 Gateway Drive,Brooklyn,11239,24765.545
395 Gateway Drive,Brooklyn,11239,50781.846
381 Gateway Drive,Brooklyn,11239,16696.332999999988
360 Gateway Drive,Brooklyn,11239,123321.741
550 Gateway Drive,Booklyn,11239,74004.44799999999
410 Gateway Drive,Brooklyn,11239,56022.98800000004
131 Broome Street,New York,10002,309503.75299999997
131 Broome - 17 Pitt - 460 Grand,New York,10002,30643.12000000004
2754 Pitkin Ave,Brooklyn,11208,5601.200000000002
3400 Cannon Place,Bronx,10463,7049.740000000017
451 Lextington Ave,New York,10017,15361.559000000003
109 E 50th St.,New York,10022,12761.489999999987
1690 Bryant Avenue,Bronx,10460,5705.050000000007
1700 Bryant Avenue,Bronx,10460,61656.75000000001
1960 - 1700 Bryant Ave,Bronx,10460,64648.3
35 East 12th Street,New York,10003,45571.993
33 Vestry St,New York,10013,40036.185000000005
149 Huron Street,Brooklyn,11222,38294.989
215 East 81st St,New York,10028,16314.030999999995
19-15 Seagrit Boulevard,Far Rockaway,11691,30529.62199999998
200 East 5th Street,New York,10003,13863.037000000004
3161 Brighton 6th Street,Brooklyn,11235,111079.29999999999
310 East 3rd Street,New York,10009,16929.091
1156 Avenue of the Americas,New York,10036,60543.075999999994
144 East 44 Street,Manhattan,10017,61546.200000000004
385 5th Avenue,Manhattan,10016,12146.563999999995
5 West 37th Street,Manhattan,10018,16783.90199999999
353 Lexington Avenue,Manhattan,10016,29091.4
"390 5th Avenue, New York",Manhattan,10018,74370
47-32 Austell Place,Long Island City,11101,28354.4
47-61 Pearson Place,Long Island City,11101,80122.62000000001
72 5th Avenue,New York,10003,42258.843
138 West 140th Street,Manhattan,10030,41144.700000000004
206 West 92 Street,Manhattan,10025,42867.605
595 Columbus Avenue,New York,10024,91807.08499999998
166 West 87 Street,New York,10024,23852
2730 West 33 Street,Brooklyn,11224,47022.208000000006
1965 Lafayette Avenue,Bronx,10473,237633.18800000008
65 W 96th Street,Manhattan,10025,543614.8179999999
2920 West 21 Street,Brooklyn,11224,78964.32400000001
2770 West 33 St; 2750 West 33 St; 3325 Neptune Ave,Brooklyn,11224,51804.40000000005
3415 Neptune Ave; 3405 Neptune Ave; 3395 Neptune Ave,Brooklyn,11224,40253.59999999995
825 Melrose Avenue,Bronx,10451,28756.4
2955 West 29th Street,Brooklyn,11224,44098.19400000002
572 Greene Avenue,Brooklyn,11216,33745.755999999994
27-11 49th Avenue,Queens,11101,100629.98000000004
74-09 37th Avenue,Queens,11372,101900.568
431 Beach 20th Street,Queens,11691,19624.300000000007
333 Beach 95th Street,Queens,11693,67123.414
89-00 23rd Avenue,Queens,11369,139687.027
66-23 Austin Street,Queens,11374,40193.3
3900 Bailey Avenue,Bronx,10463,137089.36999999997
78 Ridge Street,New York,10002,60243.586
516 East Tremont Avenue,Bronx,10457,58451.13499999999
50-30 Northern Blvd,Queens,11101,62785.365000000005
120 Bruckner Blvd,Bronx,10454,172526.206
777 Foster Ave,Brooklyn,11230,80745.05
2090 Madison Avenue,Manhattan,10037,10794.437
11640 Park Lane S,Queens,11418,36218.85999999999
34-20 45th Street,Queens,11101,51027.200000000004
20 Broadway,Brooklyn,11249,20679.014000000003
34 Crooke Avenue,Brooklyn,11226,24333.127000000004
3200 Bronx Boulevard,Bronx,10467,3520.8499999999967
303 West 66th Street,New York,10023,233699.48400000003
157 West 124th Street,New York,10027,67602.799
14-15 Redfern Ave,Queens,11691,55683.700000000004
42-60 Bowne Street,Queens,11355,5494
675 Sackett St,Brooklyn,11217,34849.111999999994
530 East 236th Street,Bronx,10470,18478.465999999993
183-02 Jamaica Avenue,Queens,11423,17632.188999999995
1385-1395 Ocean Avenue,Brooklyn,11210,52238.359
44-01 21st Street,Queens,11101,48025.6
97-01 Beach Channel Drive,Queens,11693,59160.99999999999
33 Flatbush Avenue,Brooklyn,11217,75577.541
123 East 124th Street,New York,10035,54149.064999999995
101-57 100th Street,Queens,11417,48035.248
33-17 Greenpoint Avenue,Queens,11101,20179.194
85 Devoe Street,Brooklyn,11211,2077
27-03 43rd Avenue,Queens,11101,17210.692
2302 Washington Avenue,Bronx,10458,27378.545
49-10 Little Neck Parkway,Queens,11362,42679.804
448 West 167th Street,New York,10032,18578.966
1407 Linden Boulevard,Brooklyn,11212,111725.85000000008
479 Front Street,Hempstead,11550,24715.496000000003
63 5th Avenue,New York,10003,137631.4
1740 Broadway,New York,10019,342646.8440000001
645 Prospect Ave,bronx,10455,71480.42399999998
64-74 Saunders Street,Queens,11374,9424.756000000001
204 West 108th Street,New York,10025,1408.4739999999956
850 Metropolitan Avenue,Brooklyn,11211,28489.203999999998
127-10 Locust Manor Lane,Queens,11434,89177.067
200 East 19th Street,Brooklyn,11226,10067.554000000004
491 Fletcher Place,Bronx,10457,35259.085
3114 Villa Avenue,Bronx,10468,16256.813
2865 Creston Avenue AKA 10 Minerva Place,Bronx,10468,140312.06999999998
65 East 55th Street,New York,10022,57241.58399999993
251-263 Classon Avenue,Brooklyn,11205,141126.92400000003
121 East 115th Street,New York,10029,464.71199999999476
251-263 Classon Avenue,Brooklyn,11205,141126.92400000003
123 William Street,New York,10038,475873.798
1140 Avenue of Americas,New York,10036,101733.805
155 West 68th Street,Manhattan,10023,208442.69499999995
151-155 East 31st Street,Manhattan,10016,61782.44200000001
"225 East 95th Street, New York",Manhattan,10128,38578.93500000002
205 East 95th Street,Manhattan,10128,532532.0800000001
225 E 95th Street,New York,10128,571111.0149999999
200 W41st Street,New York,10036,77594.50900000002
20 East 92 Street,New York,10128,120731.72200000001
508 West 114th Street,New York City,10027,77908.672
39 Claremont Avenue,New York City,10027,119692.552
460 Riverside Drive,New York City,10027,76824.612
464 Riverside Drive,New York City,10027,81729.012
520 West 114th Street,New York City,10027,63961.952
2900 Broadway,New York City,10027,123821.76199999999
1125 Amsterdam Avenue,New York City,10027,31393.78799999999
535 West 114th Street,New York City,10027,175334.3099999999
545 West 114th Street,New York City,10027,208573.881
2990 Broadway,New York City,10027,10910.682
1150 Amsterdam Avenue,New York City,10027,62716.623
566 West 114th Street,New York City,10027,100911.581
1124 Amsterdam Avenue,New York City,10027,114374.15900000001
1116 Amsterdam Avenue,New York City,10027,115811.37599999999
2940 Broadway,New York City,10027,88461.239
411 West 116th Street,New York City,10027,192504.735
609 West 115th Street,New York City,10027,125660.44300000001
511 West 114th Street,New York City,10027,158969.828
3022 Broadway,New York City,10027,279169.10099999997
1190 Amsterdam Avenue,New York City,10027,56034.17699999998
3024 Broadway,New York City,10027,136104.001
435 West 116th Street,New York City,10027,273964.33999999997
410 West 118th Street,New York City,10027,454225.16
420 West 118th Street,New York City,10027,478064.229
514 West 114th Street,New York,10027,59141.168
438 W 116th St,New York,10027,64328.44199999999
1214 Amsterdam Ave,New York,10027,4266.224999999997
29 Claremont Ave,New York,10027,71726.113
35 Claremont Ave,New York,10027,73334.113
403 West 115 St,New York,10025,42961.471999999994
404 West 116 St,New York,10027,49813.428
411 West 115 St,New York,10025,39237.746
430 West 116 St,New York,10027,95156.281
1161 Amsterdam Avenue,New York,10027,48059.636
611 West 112th Street,New York,10025,68173.974
94-26 34th Road,jackson heights,11372,13307.807999999994
140-18 ash ave.,flushing,11355,48250.85399999999
66 W.12th Street,New York,10011,63253.76200000002
231 Norman Avenue,Brooklyn,11222,79133.7
738-40 W 187 Street,New York,10033,19971.293000000012
1801 Haight Ave,Bronx,10461,15532.811000000005
503 west 259 Street,Bronx,10471,52158.026000000005
2701 Broadway,New York,10025,64400.4
655 West 254th Street,Bronx,10471,43001.136
503-509 W 166th Street,New York,10032,96480
630 W 160th Street,New York,10032,124512.8
752 East Tremont Ave,Bronx,10457,58602.957
"560 W. 42nd,","New York,",10036,1359.7650000000049
2065 Morris Avenue,Bronx,10453,36538.852
79-02 Woodside Avenue,Queens,11373,54756.420000000006
8801 Shore Road,Brooklyn,11209,118509.6
155 Dean Street,Brooklyn,11217,17111.800000000007
1740 84th Street,Brooklyn,11214,9782.469000000005
492 Henry Street,Brooklyn,11231,66000.56099999999
1530 East 18th Street,Brooklyn,11230,29272.299999999992
1569 Ocean Avenue,Brooklyn,11210,8798.439999999995
1580 East 19th Street,Brooklyn,11230,31067.9
2515 Davidson Avenue,Bronx,10468,16348
66 Orange Street,Brooklyn,11201,14957.415
78 Hawthorne Street,Brooklyn,11225,15215.7
93-10 Queens Blvd,Queens,11374,78746.172
2742 Pitkin Ave,Brooklyn,11208,393.9599999999997
7 West 87th Street,New York,10024,3056.271999999999
110 West 69th Street,New York,10023,16314.031000000003
99 Joralemon Street,Brooklyn,11201,31902.72
11 Crooke Avenue,Brooklyn,11226,15767.109999999995
2475-2483 West 16th Street,Brooklyn,11214,521434.2
2201 95 St,Queens,11369,203158.606
13 Church Ave,Brooklyn,11218,34662.182
301 East 52nd Street,New York,10022,7200.222000000001
29-13 39th Avenue,Queens,11101,33275.55
70-25 Yellowstone Boulevard,Queens,11375,12783.599999999951
304 Boerum Street,Brooklyn,11206,1608
1357 Flatbush Avenue,Brooklyn,11210,33981.596000000005
516 West 181st Street,New York,10033,42716.11799999999
2417 Albemarle Road,Brooklyn,11226,37339.83699999999
1011 Elton street,Brooklyn,11208,113270.2
112-26 Roosevelt Avenue,Queens,11368,8357.982000000007
625 Bolton Avenue,Bronx,10473,47149.776000000005
625 Wortman Avenue,Brooklyn,11208,68474
79-15 35th Avenue,Queens,11372,44762.164000000004
90-01 Beach Channel Drive,Queens,11693,55005.593
34-15 37th Ave,Long Island City,11101,8066.799999999998
1090 St Nicholas Avenue,New York,10032,40977.200000000004
2337 Bedford Ave,Brooklyn,11226,50880.939
2710 Sedgwick Avenue,Bronx,10468,70876.95499999999
1520 Thieriot Avenue,Bronx,10460,32253.800000000007
2770 Ocean Avenue,Brooklyn,11229,29375.41299999999
142-15 Franklin Avenue,Queens,11355,29223.121999999996
178-18 Liberty Avenue,Queens,11433,49760.9
2-39 54th Ave,Queens,11101,14364.398000000001
42 Maspeth Avenue,Brooklyn,11211,42377.098000000005
105-15 180th Street,Queens,11433,65197.700000000004
17718 104 Ave,Queens,11433,14324.599999999997
75-15 35th Avenue,Queens,11372,24796.431999999986
1040 East New York Avenue,Brooklyn,11212,39465.412
112-23 Roosevelt Avenue,Queens,11368,24819.748
464 Bushwick Ave,Brooklyn,11206,20850.399999999998
180 Claremont Avenue,New York,10027,3992.7980000000034
892 Bergen Street,Brooklyn,11238,5721.799999999998
121-16 Ocean Promenade,Queens,11694,40964.335999999996
26-14 Jackson Avenue,Queens,11101,35015.47299999999
18-52 Flushing Avenue,Queens,11385,29587.2
14-17 31st Avenue,Queens,11106,14298.336000000001
83-12 72nd Drive,Queens,11385,13291.593999999997
646-662 Port Richmond Avenue,Staten Island,10302,9105.568
151 Arlo Road,Staten Island,10301,12797
1045 Park Avenue,New York,10028,40550.67799999999
720 Livonia Avenue,Brooklyn,11207,40575.200000000004
49-63 Engert Avenue,Brooklyn,11222,49195.688
24 Leonard Street,New  York,10013,41911.916999999994
20-20 129th Street,Queens,11356,243920.19999999998
2 Prince Street,Brooklyn,11201,86074.833
25-01 32nd Street,Queens,11102,47847.983
321 Bowery,New York,10003,183731.08499999996
601 Washington Street,New York,10014,40099.76800000001
9 Wyckoff Avenue,Brooklyn,11237,53393.64
99 Madison Avenue,New York,10016,113779.66799999999
115 West 45th Street,New York,10036,39231.18
31 East 32nd Street,New York,10016,75617.406
37 West 26th Street,New York,10010,137116.16999999998
256 West 36th Street,New York,10018,45720.799999999996
44 East 32nd Street,New York,10016,126200.99899999998
3835-3845 Sedgwick Avenue,Bronx,10463,23681.149999999987
3915 Orloff Avenue,Bronx,10463,34371
3835-3845 Sedgwick Avenue; 3915 Orloff Avenue,Bronx,10463,58052.14999999999
3965-3975 Sedgwick Avenue,Bronx,10463,618014.03
74 Van Cortlandt Park S,Bronx,10463,70290.70499999999
"Tower I-II, Building 6,7,8,9,10,11,12,13,14",Bronx,10463,623302.9430000002
207 East 119th Street,Manhattan,10035,49224.632
209 CLERMONT AVE.,BROOKLYN,11205,57499.4
"291 Broadway, 19th Floor",New York,10007,83443.81000000003
16 West 36th Street,NEW YORK,10018,21500.90299999999
10 Cooper Street,New York,10034,31683.228000000003
10 Hillside Avenue,New York,10040,53149.09
145 West 71st Street,New York,10023,57098.60599999999
162 West 54th Street,New York,10019,9297.054000000011
1675 Grand Concourse,Bronx,10452,4266.559999999989
1781 Riverside Drive,New York,10034,39421.728
179 Bennett Avenue,New York,10040,65228.453
307 West 79th Street,New York,10024,80344.524
427 Fort Washington Avenue,New York,10033,7804.293999999998
469 Fort Washington Avenue,New York,10033,14419.070000000003
60 Sherman Avenue,New York,10040,10656.551000000007
6555 Broadway,Bronx,10471,61661.439999999995
812 West 181st Street,New York,10033,24457.27799999999
95 West 195th Street,Bronx,10468,61692.259999999995
119 Audobon Avenue,New York,10032,10531.193999999994
133 West 71st Street,New York,10023,5808.498000000005
316 West 94th Street,New York,10025,19733.242000000002
34 Bogardus Place,New York,10040,11351.274000000001
650 West 173rd Street,New York,10032,3971.089999999999
670 E 132 St,Bronx,10454,90155.2
153 2nd Street,Brooklyn,11215,118925
61-80 Woodhaven Boulevard,Queens,11374,2634.506999999994
1333 East 18th Street,Brooklyn,11230,29674.299999999992
150 Corbin Place,Brooklyn,11235,55462.60000000001
2830 Pitkin Avenue,Brooklyn,11208,4789.160000000002
119-09 26th Avenue,Queens,11354,24414.800000000007
10101 Foster Avenue,Brooklyn,11236,393211.47599999997
263 Classon Ave,Brooklyn,11205,141126.92400000003
1363-1377 Jerome Avenue,Bronx,10452,19989.449999999993
556 Columbia Street,Brooklyn,11231,70608.88799999999
3867 Shore Parkway,Brooklyn,11235,46362.727000000006
38-28 27th Street,Queens,11101,22222.961999999996
783 Knickerbocker Avenue,Brooklyn,11207,33150.528
27-40 21st Street,Queens,11102,38061.829
70 Wyckoff Ave,Brooklyn,11237,60489.275
41-43 38th Street,Queens,11101,49286.741
357 Clermont Ave,Brooklyn,11238,91329.04
98-21 97th Avenue,Queens,11416,41919.22000000001
1213 Elm Avenue,Brooklyn,11230,11269.400000000003
231 West 25th Street,New York,10001,29452.06099999999
2355 Healy Avenue,Queens,11691,45506.4
2859 Flatbush Avenue,Brooklyn,11234,214430.083
60 East 55th Street,Brooklyn,11203,553.1520000000057
3052 Brighton 1st Street,Brooklyn,11235,48891.64200000001
84-37 118th Street,Queens,11415,22800.100000000002
8629 Bay Parkway,Brooklyn,11214,43832.40500000001
147 Hope Street,Brooklyn,11211,77024.94200000001
287 East Houston Street,New York,10002,38637.694
129 Beach 118th Street,Queens,11694,18827.335
525 Union Avenue,Brooklyn,11211,71123.84999999999
295-305 Schermerhorn Street,Brooklyn,11217,8373.995
31-21 31st Street,Queens,11106,31141.600000000002
941 Intervale Avenue,Bronx,10459,27816.38999999999
976 Tinton Avenue,Bronx,10456,51646.950000000004
1315 Lafayette Avenue,Bronx,10474,41489.75
2132 Amsterdam Avenue,New York,10032,7325.579
68-02 Metropolitan Avenue,Queens,11379,364191.89999999997
12-14 Heyson Road,Queens,11691,43469.6
41-15 51st Street,Queens,11377,11837.024000000001
57 Willoughby St,Brooklyn,11201,102496.73399999998
242 West 38th Street,New York,10018,57810.748999999996
347 West 36th Street,New York,10018,69161.286
36-01 19 Avenue,Queens,11105,209081.67400000003
2130 Broadway,New York,10023,11835.751000000017
563 Flushing Avenue,Brooklyn,11206,17786.221999999998
879 Lenox Road,Brooklyn,11203,12708.559999999996
831 Madison Street,Brooklyn,11221,13909.2
1539 Park Place,Brooklyn,11213,24034.575
4925 Maspeth Avenue,Queens,11378,82804.62999999999
890 East 135th Street,Bronx,10454,175030.80000000002
39-30 Review Avenue,Queens,11101,19968.948
134-38 Maple Avenue,Queens,11355,21210.525
13-17 West 55th Street,New York,10019,28242.844999999998
1342 Inwood Ave,Bronx,10452,93421.45
331 Beach 32nd Street,Queens,11691,46082.59999999995
252 Beach 14th Street,Queens,11691,102543.43300000002
250 Beach 15th Street,Queens,11691,37959.18499999999
98-18 Rockaway Boulevard,Queens,11417,20569
6545 Otto Road,Queens,11385,85873.90000000001
2804 East 19th Street,Brooklyn,11235,47932.871999999996
1652 Park Avenue,New York,10035,38973.89999999999
137-11 90th Avenue,Queens,11435,51308.6
134-37 Maple Avenue,Queens,11355,5134.21
57-27 49th Place,Queens,11378,46770.02
330 Tompkins Avenue,Staten Island,10305,287165.68499999994
47-30 29th Street,Queens,11101,166388.805
171 West 57th Street,New York,10019,37915.367000000006
7123 4th Avenue,Brooklyn,11209,14981.2
38 West 48th Street,New York,10036,247.832999999997
80 North 5th Street,Brooklyn,11249,273386.8
1955 Southern Boulevard,Bronx,10460,7507.082000000003
89-95 Madison Avenue,New York,10016,148153.549
138-49 Elder Avenue,Queens,11355,64949.331000000006
4515 New Utrecht Avenue,Brooklyn,11219,133837.324
38 Livingston Street,Brooklyn,11201,15063.610000000002
59 Pineapple Street,Brooklyn,11201,9537.45000000001
417 40th Street,Brooklyn,11232,18978.956000000002
1515 Selwyn Avenue,Bronx,10457,22591.730000000003
61-63 Post Avenue,New York,10034,39055.975
23-26 88th Street,Queens,11369,38512.605
18 Spencer Street,Brooklyn,11205,43123.746
329 Gates Avenue,Brooklyn,11216,39871.365000000005
492 Lefferts Avenue,Brooklyn,11225,22461.616
35 Kent Avenue AKA 74 North 12th Street,Brooklyn,11249,36550.242
3735 White Plains Rd.,Bronx,10467,5496.679999999998
47 Fort Washington Ave,New York,10032,24874.956000000002
477 Broadway,New York,10013,46544.9
68-54 Austin Street,Queens,11375,6347.111000000012
2330 Ryer Avenue,Bronx,10458,3763.0549999999976
237 Madison Avenue,New York,10016,6523.187000000007
19-33 Bay Terrace,Staten Island,10306,32420.36199999999
120 West 138th Street,New York,10030,15713.108
2 Elton St,Brooklyn,11208,29872.217999999993
120 Beach 26th Street,Queens,11691,93753.36799999997
1770 Madison Avenue,New York,10035,16373.996000000003
2801 Emmons Avenue,Brooklyn,11235,10991.885999999999
22-61 42nd Street,Queens,11105,9534.100000000004
29-12 40th Avenue,Queens,11101,14048.091
750 Driggs Avenue,Brooklyn,11211,17409.280000000002
327-329 Bedford Avenue,Brooklyn,11211,6239.5759999999955
172-182 Classon Avenue,Brooklyn,11205,35150.276999999995
429 West 53rd Street,New York,10019,33079.57500000001
1345 Franklin Avenue,Bronx,10456,9711.515999999998
475 Euclid Avenue,Brooklyn,11208,26000.019999999997
85 East 158th Street,Bronx,10451,50209.799999999996
143-30 Sanford Avenue,Queens,11355,74238.479
305 West End Avenue,New York,10023,128266.14
889-891 Broadway,New York,10003,25074.281000000003
224 Richmond Terrace,Staten Island,10301,61893.528
2120 Mapes Avenue,Bronx,10460,26663.655000000002
12 Franklin Street,Brooklyn,11222,54740.34
357 Beach 79th Street,Queens,11693,29317.860000000004
127 McKinley Avenue,Brooklyn,11208,4475.599999999997
11 Meserole Street,Brooklyn,11206,31140.461
1451 Saint Johns Place,Brooklyn,11213,40139.7
31-18 24th Avenue,Queens,11102,23077.949
102-07 Rockaway Blvd,Ozone Park,11417,51683.799999999996
90 Sands Street,Brooklyn,11201,641224.103
500 West 143rd Street,New York,10031,21761.131
2326 Loring Place,Bronx,10468,24841.25500000001
3422 Knox Place,Bronx,10467,54109.2
131 West 110 St,Manhattan,10026,22067.990999999987
28-07 Jackson Avenue,Queens,11101,1351790.66
520 Madison Avenue,New York,10022,200272.42019999993
1010 Sherman Avenue,New York,10456,76744.68099999998
65-65 Wetherole St.,Queens,11374,65537.524
401-427 East 149th Street,Bronx,10455,128251.132
300 Park Avenue,New York City,10022,549050.997
17-20 Whitestone Parkway,Queens,11357,42981.50499999999
379 WEST 12TH STREET,NEW YORK,10014,74212.014
410 WEST 53RD STREET,NEW YORK,10019,205983.862
41 RIVER TERRACE,NEW YORK,10282,271953
47-05 CENTER BOULEVARD,LONG ISLAND CITY,11109,82116.339
43-10 Crescent Street,Queens,11101,421174.4619999999
21-16 43 Avenue,Long Island City,11101,114034
43-25 Hunter Street,Long Island City,11101,537547.0970000001
43-22 Queens Street,Queens/LIC,11101,594490.7990000001
43-12 Hunter St,LIC - Queens,11101,148488.683
416 Ocean Ave,Brooklyn,11226,85485.3
461 Dean Street,Brooklyn,11217,302653.472
27-19 44th Drive,Queens,11101,78918.496
515 West 38th Street,New York,10018,215757.62099999998
2775 Morris Avenue,Bronx,10468,34778.293
143-43 41st Avenue,Queens,11355,46761.109
65-38 Booth Street,Queens,11374,28300.800000000007
603 West 138th Street,New York,10031,42126.786
3540 83 ST,New York,11372,14496.924000000005
3435 74 ST,Queens,11372,14123.599999999997
845 Riverside Drive,New York,10032,95160.904
8009 35 AVE,Queens,11372,63623.2
6548 WETHEROLE ST,Queens,11374,138971.66799999998
839 Riverside Drive,New York,10032,17354.875999999957
1610 St John's Place,Brooklyn,11233,37734.4
1561 Walton Ave,Bronx,10452,52986.41399999999
1450-56 Townsend Ave,Bronx,10452,20516.53899999999
1465-77 Townsend Ave,Bronx,10452,52084.19199999998
1585 Townsend Ave,Bronx,10452,2580.773
1525 Walton Ave,Bronx,10452,15521.756000000008
1560-62 Townsend Ave,Bronx,10452,20630.237999999998
1610-16 Walton Ave,Bronx,10452,25448.476
1517 Walton Ave,Bronx,10452,18146.95
1615-17 Walton Ave,Bronx,10452,25655.104000000003
1530-32 Townsend Ave,Bronx,10452,32799.18000000001
1550 Townsend Ave,Bronx,10452,22258.74
1512-14 Townsend Ave,Bronx,10452,76299.59999999999
1503-05 Walton Ave,Bronx,10452,14132.577999999998
1424-26 Walton Ave,Bronx,10452,26587.409
1525-33 Townsend Ave,Bronx,10452,14731.960000000006
1484 Inwood Avenue,Bronx,10452,12330.077000000005
35 Marcy Place,Bronx,10452,114771.60299999999
1563 Walton Ave,Bronx,10452,19325.547
1604 St. John's Place,Brooklyn,11233,47087.600000000006
1620 St. John's Place,Brooklyn,11233,22860.4
1630 St. John's Place,Brooklyn,11233,66485.44
1615 St. John's Place,Brooklyn,11233,38401.049999999996
210 West 102nd Street,New York,10025,24016.15
1620-1630 St John's Place,Brooklyn,11233,89319.04000000001
6141 Broadway,Bronx,10471,23621.921999999988
2771 Bainbridge Avenue,Bronx,10458,16649.5
14 East 38th Street,New York,10016,52806.117000000006
285 East 199th Street,Bronx,10458,1258.393999999995
2028 Creston Avenue,Bronx,10453,116247.41199999997
575 East 140th Street,Bronx,10454,49132.44000000001
1985 Davidson Avenue,Bronx,10453,21277.659
1995 Davidson Avenue,Bronx,10453,14550.85900000001
2005 Davidson Avenue,Bronx,10453,23930.859
137 88th Street,Brooklyn,11209,6659.799999999998
1001 Ocean Avenue,Brooklyn,11226,41915.200000000004
3614 Avenue K,Brooklyn,11210,7584.400000000003
1240 East 38th Street,Brooklyn,11210,6780.400000000003
2036 Cruger Avenue,Bronx,10462,13698.685999999998
3142 Coney Island Avenue,Brooklyn,11235,17792.520000000004
1035 45th Street,Brooklyn,11219,8897.600000000004
138 East 50th Street,New York,10022,158995.422
1050 Willmohr St,Brooklyn,11212,12794.320000000003
622 3rd Avenue,New York,10017,244737.59999999995
30 East 62nd Street,Manhattan,10065,122848.45299999998
529 Courtlandt Avenue,Bronx,10451,12738.04
55 E 115 Street,Bronx,10029,53538.29300000001
441 East 155Street,Bronx,10455,96132.404
349 Broadway,Manhattan,10013,19564
170 West End Ave,New York,10023,638370.6399999999
344 East 14th Street,New York,10003,384.5799999999854
685 East Fordham Road,Bronx,10458,203059.178
1702 W 7th St,Brooklyn,11223,20294.3
537 W 121 ST,New York,10027,41122.456000000006
237 Ovington Avenue,Brooklyn,11209,108848.2
198 Varet st,Brooklyn,11206,97044.14
2186 Mill Ave,Brooklyn,11234,47173.762
240 Meeker Ave,Brooklyn,11211,26008.729999999996
897-901 Grand Street,Brooklyn,11211,33255.450000000004
200 East 39th Street,New York,10016,47178.988
47 West 13th Street,New York,10011,40300.23199999999
60 West 14th Street,New York,10011,17024.699999999993
626 Driggs Avenue,Brooklyn,11211,2385.199999999994
210 East 39th Street,New York,10016,60880.153
363 Lafayette Street,New York,10018,32539.755999999994
37 West 12th Street,New York,10011,143768.80099999998
170 West 23rd Street,New York,10011,77579.30000000003
77 Park Avenue,New York,10016,89124.53900000003
153 Essex Street,New York,10002,22041.526
523 E 72nd ST,New York,10021,119902.86499999999
835 Sixth Avenue,New York,10001,138451.81499999997
71 west 35th Street,New York,10001,63779.041999999994
175 Varick Street,New York,10014,151808.533
3230 Cruger Avenue,Bronx,10467,110778.805
81 East 3rd Street,Manhattan,10003,19863.423000000003
110 Neptune Ave,Brooklyn,11235,39358.21199999999
380 Neptune Avenue,Brooklyn,11235,34947.736
400 Union Avenue,Brooklyn,11211,26157.938999999995
11 West 42nd street,New York,10036,602090.207
1200 Ocean Parkway,Brooklyn,11230,29346
283 East 5th Street,Brooklyn,11218,8220.899999999996
1517 Park Place,Brooklyn,11213,3316.5
60 Davidson Street,Staten Island,10303,74664.8
61-35 220th Street,Oakland Gardens,11364,32401.199999999997
28-10 Jackson Avenue,Long Island City,11101,684177.2
28-30 Jackson Ave,Long Island City,11101,758417.2200000001
30-02 Queens Blvd,Long Island City,11101,621447.043
3150 Rochambeau Avenue,Bronx,10467,178501.4
2816-18 Heath Avenue,Bronx,10463,39195
3145 Rochambeau Ave,Bronx,10467,57767.4
701 64 Street/6323 7 Avenue,Brooklyn,11220,10632.900000000003
1399 Park Avenue,New York,10029,83603.53799999999
505 West 43rd Street,New York,10036,117848.57800000001
200 Linden Boulevard,Brooklyn,11226,88942.232
387 Southern Boulevard,Bronx,10454,140334.247
13-25 Eggert Place,Queens,11691,22013.989
13-18 Dickens Street,Queens,11691,12151.589000000005
23-40 Mott Avenue,Queens,11691,19628.789
13-25 Eggert Place,Queens,11691,53821.16699999998
201 Linden Boulevard,Brooklyn,11226,194922.43
617 West 141st Street,New York,10031,15469.63
291 Edgecombe Avenue,New York,10031,9652.153999999993
287 Edgecombe Avenue,New York,10031,10190.030000000002
1095 East 15th Street,Brooklyn,11230,20657.439999999995
1111 East 15th Street,Brooklyn,11230,28354.86899999999
759 46th Street,Brooklyn,11220,9780.793999999998
141 Saint Marks Place,Staten Island,10301,1445.1899999999957
170 East 17th Street,Brooklyn,11226,39449.6
1273 Pacific Street,Brooklyn,11216,27064.114
837 East 22nd Street,Brooklyn,11210,12783.599999999997
754 East 23rd Street,Brooklyn,11210,13185.599999999997
344 West 49th Street,New York,10019,18578.764999999996
25 Tennis Court,Brooklyn,11226,48763.40400000001
35 Tennis Court,Brooklyn,11226,50150.17000000001
475 Ocean Avenue,Brooklyn,11226,30462.085999999992
1400 Ocean Avenue,Brooklyn,11230,25150.125
